FileName,FunctionalCategory,PlatformEntity,KeyFields,ProposedDBMapping,APIMapping,UIScreen
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_002.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_003.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_004.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_005.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_006.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_007.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_008.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.1 Jac Products Inspection form.xlsx,QUALITY INSPECTION,Inspection,Date; DATE:; Date:; Operator ID; Shift (M/D/A); Part # / Description; Hole 2; Colour; Hole 3; Hole 1; Hole 4; Point 3; Point 1; Point 5; Point 2; Point 4; Accept? Yes/No; Sample 2 (West); Sample 3 (East); Sample 4 (West); Sample 5 (East); Sample 1 (East); Paint Coverage ü; Visual Inspection; Hardness ü see 8.3.1.14.60,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.2 Jac GP12.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Paint Date; Date Audit; Paint Shift; MATERIAL DEFECTS; Auditor initials; Part no.:- 310D 31068; Part no.:- 310D 31069; Part no.:- 311D 31042; Part no.:- 311D 31044; DIRT; BUBBLES; JAC GP12; HOOK MARKS; PAINT RUNS; WATER SPOTS; OTHER DEFECTS (SPECIFY DEFECTS); CONTAMINATION; LIGHT COVERAGE; Packed Correctly; Select Finishing Approved Tag #; RECORD TOTAL QTY Audited PER TAG/BIN,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.35 JAC/8.2.1.3.35.3 Jac Defect tracking sheet.xlsx,DEFECT TRACKING,Inspection,JAC UNLOAD DEFECT TRACKING SHEET; Operator Initials; DATE:; Build Up; Scrapped; Paint Date; Date Audit; Part Number; Paint Shift; Total Reject; Shift (M/D/A); Sent To Rework; MATERIAL DEFECTS; Auditor initials; Material defects; Part no.:- 310D 31068; Part no.:- 310D 31069; Part no.:- 311D 31042; Other (Define Defect); DIRT; Rust; Water; Debris; BUBBLES; Program,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.1 MSSC assembly Inspection and Testing.xlsx,QUALITY INSPECTION,Inspection,DATE: RACK NO:; Parts; Operator ID; Shift (M/D/A); Part # / Description; Colour; Accept? Yes/No; Sample 1 (East); Sample 2 (West); Sample 3 (East); Sample 4 (West); Sample 5 (East); Paint Coverage ü; Visual Inspection; Hardness ü see 8.3.1.14.60; Solvent Rub ü see 8.3.1.14.5; Adhesion (X-Cut) ✓ See8.3.1.14.6 and 7; Modified Impact Resistance and Adhesion test✓ see 8.3.1.41.7,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.2 MSSC powderline offline Inspection and Testing.xlsx,QUALITY INSPECTION,Inspection,DATE:; Operator ID; Shift (M/D/A); Part # / Description; Colour; Sample2; Sample3; Sample4; Sample5; Sample1; Accept? Yes/No; Paint Coverage ü; Visual Inspection; Hardness ü see 8.3.1.14.60; Acetone Solvent Rub ü see 8.3.1.14.5; Adhesion (Cross hatch) ü See8.3.1.14.6 and 7,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.36 MSSC/8.2.1.3.36.3 MSSC Powderline Offline  Defect Tracking Sheet.xlsx,DEFECT TRACKING,Inspection,MSSC UNLOAD DEFECT TRACKING SHEET; Operator Initials; DATE:; Customer; Build Up; Scrapped; Shift (M/D/A); Sent To Rework; Other (Define Defect); Part # (or Description); Rust; Water; Debris; Hook Mark; Orange Peel; Contamination; Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.1 TAKUMI GP-12.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Defective Quantity; Bent Part; Date Audit; Part Number; Ecoat Defect; Paint Rework; Missing Parts; Defect Category; Excessive Parts; Defect_Category; Auditor Initials; Packaging Defect; Defect Subcategory; Defect_Subcategory; Any New Defect Not Listed; Skid #; Hook Mark; Touch Mark; Total Quantiy; Excessive E-coat; Excessive E-Coat; Improper Packaging; Brown / Faded E-coat; Hole Damage/Deformed Hole; Select Finishing Approved Tag #,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.2 TAKUMI E-Coat Inspection.xlsx,QUALITY INSPECTION,Inspection,"DATE:; Part Number; Operator ID; Shift (M/D/A); Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Visual Inspection PERFORM ON PART; Accept? Yes/No; Solvent Rub ASTM4752, perform test on part, see 8.3.1.14.5","NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.37 Takumi/8.2.1.3.37.3 Takumi Kanban Tracker.xlsx,LAB / CHEMISTRY,LabChemistry,Date; Notes; Part #; TAKUMI KANBAN TRACKER; Skid #; 16575-F0240; Number of Missing Kanban At Load; Number of Missing Kanban At Unload,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.1 Ultrafit Inspect and Test.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Shift (M/D/A); Part # / Description; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; Visual Inspection; INSPECT AND TEST FOR ULTRAFIT,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.38 Ultrafit/8.2.1.3.38.2 Ultrafit Run Report.xlsx,PRODUCTION TRACKING,ProductionRun,Operator Initials; DATE:; Build Up; Down Time:; Part Number; Total Reject; Shift (M/D/A); Sent To Rework; Record Number of parts that were rejected for each defect; Other (Define Defect); Why?; Rust; Water; Debris; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Damaged (Scratched); Missing Texture/Smooth,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.1 Brake Pedal and Cowel Inspection Record.xlsx,QUALITY INSPECTION,Inspection,"Operator ID; Shift (M/D/A); Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; Visual Inspection; Five readings from the part min 15 um , see map 8.3.1.53.6; Visual Inspection ; paint within boundary,","NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.2 GP-12 forms cowl & pedal.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,check part for paint defects; PART NUMBER:; Auditor initials; Spot 4; Spot 1; Spot 3; Spot 7; Spot 8; Spot 6; Spot 2; Spot 5; Spot 9; Spot 13; Spot 12; Spot 10; Spot 11; 55704-0R080; Was part Scratched from tranpsort; inspect for seal along proper line,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.39 Toyotetsu/8.2.1.3.39.3 Brake Pedal Inspection Report.xlsx,QUALITY INSPECTION,Inspection,Date; Initials; # Bad Parts; Shift M/D/A; # Good Parts; Boat #; # Rust; # Ecoat Over spec; # Ecoat Under Spec; Other (define with quantities); TOYOTETSU BRAKE PEDAL INSPECTION REPORT,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.1 Inspection & Testing Unload Accurate.xlsx,QUALITY INSPECTION,Inspection,DATE:; Operator ID; Shift (M/D/A); Part # / Description; READING #1; READING #3; READING #6; READING #2; READING #5; READING #4; Solvent Rub ✓; Adhesion test; Accept? Yes/No; Pencil Hardness; Paint Coverage ✓; Visual Inspection,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.40 Accurate/8.2.1.3.40.2 Accurate Inspection defect tracking.xlsx,DEFECT TRACKING,Inspection,Part 1; Reject; Part #; Hit part; Part dropped; Part scratched; E13292 Bracket; External defects; Handling defects; Powder coat defects; Oil; Good; Fiber; BDA-029; Pinholes; Fish Eyes; Hook Mark; Touch Mark; Description; Orange peel; Heavy powder; Cluster of Dirt; Other defects (specify with counts); Lt. cov/ Dry spray; Discoloured dirt / spec,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.1 AGS GM3000 Test Record.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Shift (M/D/A); LH; RH; Top; Bottom; Accept? Yes/No; Paint Coverage; Gloss 40-70 @60 Degrees 1 part per cycle of the line; Visual Inspection Colour first off; Solvent Rub ü ASTM 4752 on 1 panel per run; Adhesion (Cross hatch) ü ASTM 3359 on 1 panel per,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.10 AGS Hino Bumper Returns RMA form for racks.xlsx,LAB / CHEMISTRY,LabChemistry,Date; Sr No.; AGS Hino Bumper Part Number; Raw/Painted; Reason for Return; HINO BUMPERS FOR RETURN,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.11 Inspection & Testing Unload Hino 3 pc Bumpers.xlsx,QUALITY INSPECTION,Inspection,"DATE:; Operator ID; Shift (M/D/A); Part # / Description; Test; Gloss; Criteria; Adhesion; Equipment; READING #6; READING #5; READING #1; READING #3; READING #4; READING #2; Gloss meter; Accept? Yes/No; Pencil Hardness; Cross hatch tool; Visual Inspection; 1 part start of run min of 80 Degree TBD; Solvent Rub -8.3.1.14.5; Gloss 80 min, black and white; Colour Readings (delta 1.6) twice per shift - RM200QC; Adhesion (Cross hatch) 11 lines 2 mm apart - 8.3.1.14.7","NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.12 Hino 3 pc Bumpers Inspection defect tracking.xlsx,DEFECT TRACKING,Inspection,Part 1; Reject; Part #; Hit part; Part dropped; Part scratched; External defects; Handling defects; Powder coat defects; Oil; Good; Fiber; HN050BAE; Pinholes; Fish Eyes; Hook Mark; Touch Mark; Description; Orange peel; CENTER BLACK; Heavy powder; Sanding marks; Cluster of Dirt; Other defects (specify with counts); Lt. cov/ Dry spray,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.13 AGS 3 PC records/Boil test/01272026.jpeg,LAB / CHEMISTRY,LabChemistry,UNKNOWN,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.2 AGS Approach shield GP-12 form.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Rejected painted defect; Paint Date; Date Audit; Paint Date:; Shift (M/D/A); Defect Comments; Material Defects; Auditor initials; Inpsection Date:; Other (Define Defect); Parts Packed Correctly; Quantity Packed Correct; Bin #; Debris; QTY Good; Oil Spot; GM3000AAA; Orange Peel; Qty Audited; Water Marks; Water spots; Bad Touch Ups; Contamination; Light Coverage; Qty to touch up,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.3 Inspection & Testing Unload Hino Bumpers.xlsx,QUALITY INSPECTION,Inspection,"DATE:; Operator ID; Shift (M/D/A); Part # / Description; Colour; READING #1; READING #3; READING #6; READING #2; READING #5; READING #4; Accept? Yes/No; Pencil Hardness; Paint Coverage ✓; Visual Inspection; Gloss 85 min, black and white; Solvent Rub ✓ ASTM 4752 no paint loss; Adhesion (Cross hatch) ✓ ASTM 3359 no paint loss","NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.4 AGS Hino Run Report.xlsx,PRODUCTION TRACKING,ProductionRun,Operator Initials; Build Up; Part Name; Part Number; Total Loaded; Total Reject; Shift (M/D/A); Other (Define Defect); Water; Heavy; Debris; HN041ABE; HN041ABF; HN040ABF; HN040ABE; Orange Peel; Total Packed; Contamination; Light Coverage; Back Ionization; Damaged (Scratched); Long Black With Holes; Long White With Holes; Short White With Holes; Short Black With Holes,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.5 AGS E-COAT Only Test Report.xlsx,LAB / CHEMISTRY,LabChemistry,FILM THICKNESS MIN: 20 microns; PART NUMBER; Operator ID; STAMP ON PART; Shift (M/D/A); PART DESCRTION; LH; HDG; ADJUSTABLE BRACKET-T1 LH; FILM THICKNESS MIN: 16 microns MAX: 23 microns; Sample 3; Sample 4; Sample 6; Sample 1; Sample 2; Sample 5; SUBSTRATE; GM1125AAA; CRS-UNCOATED; Visual Inspection PERFORM ON PART; FC1120CBA-ECOA; Accept? Yes/No; JT FRT SKID PLTE BRKT RH,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.7 AGS Windsor GP-12 Form.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Paint Date; Date Audit; EXTRA PARTS; Part Number; extra parts; Paint Shift; PART NUMBER:; missing parts; MISSING PARTS; Auditor initials; GP-12; BUBBLE S; HIT MARKS; QTY ON TAG; PACKED CORRECTLY; GM1130FCA GM1130GCA; CV2440FAA-ECOA/G-ECOA; GM2200-ECOA GM2200FAA-ECOA; Select Finishing Approved Tag #,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.8 New Hino Bumpers Grid Template 1172024.xlsx,LAB / CHEMISTRY,LabChemistry,Date:; Time:; Part #:; Pinholes =PH; Line:; Dirt =D; Fiber =F; Lt.cov =LC; Fish eye =FE; DB =Dirt Black; Dry spray = DS; NSP- RW = NSP RW; Heavy Powder =HP; Sanding marks =SM; NSP= Ecoat =NSP EC; On line / Off Line; Handling Damage =HD; Cluster of Dirt =CD,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.6 AGS/8.2.1.3.6.9 Hino Bumpers Inspection GP12 data sheet 1162025.xlsx,QUALITY INSPECTION,Inspection,Part 1; Reject; Part #; FE; Good; T up; Fiber; Lt. cov; Hit mark; Dry spray; Off color; Dirt (Blk); NSP E-coat; Heavy powder; Cluster of Dirt; Handling damage; Remove old labels; HINO BUMPERS-GP12; Transfer all defects to Bumper Grid at proper location.,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
